Category,User,Bot
Admin Issue Resolution,Why is Emirates Dashboard not showing Dubai data?,Check the user's assigned role in the Admin Panel. They must have access to 'Port Call Management' and 'New Port Call Notification'.
Admin Issue Resolution,Why is Emirates Dashboard not showing Dubai data?,Ensure that the clearance entry was correctly tied to the right voyage number. Sync delays can also cause this issue temporarily.
Admin Issue Resolution,An agency accidentally cleared the wrong port call. What do I do?,"Ensure that the agency responsible for pilot boarding has submitted the update. Otherwise, escalate to port operations."
Admin Issue Resolution,A user claims they don’t see the New Port Call Notification form.,Verify that you're using the correct template and all required fields are filled. Only .xlsx files are accepted.
Admin Issue Resolution,A user claims they don’t see the New Port Call Notification form.,Check if the vessel registration was finalized and marked as 'Active'. Only active vessels appear in the dashboard.
Admin Issue Resolution,Multiple port calls created for same vessel—how to resolve?,Use the Admin Panel to revoke the clearance and notify the relevant agency. Ensure they reprocess the correct port call.
Admin Issue Resolution,A user claims they don’t see the New Port Call Notification form.,Use the Admin Panel to revoke the clearance and notify the relevant agency. Ensure they reprocess the correct port call.
Admin Issue Resolution,System not logging pilot boarding updates. Help?,Unsaved edits could result from validation errors or timeout. Advise the user to review mandatory fields before saving.
Admin Issue Resolution,Why is Emirates Dashboard not showing Dubai data?,Check the user's assigned role in the Admin Panel. They must have access to 'Port Call Management' and 'New Port Call Notification'.
Admin Issue Resolution,Clearance was approved but doesn't reflect in Departure and Clearance section. Why?,"Ensure Dubai is selected in the Emirate filters. If data is missing, check for reporting delays or sync errors."
Admin Issue Resolution,FAL Form 3 failed to upload. What can I check?,"Restoration of cancelled departures must be done via the 'Vessel Departure Notification' module, if within the permitted edit window."
Admin Issue Resolution,Why is Emirates Dashboard not showing Dubai data?,Check if the vessel registration was finalized and marked as 'Active'. Only active vessels appear in the dashboard.
Admin Issue Resolution,FAL Form 3 failed to upload. What can I check?,Verify that you're using the correct template and all required fields are filled. Only .xlsx files are accepted.
